electricitytype,sector,codelist_province,year,population_n,area_km2,ratio_population_per_area,electicity_user_amount,house_usage,smallbusiness_usage,mediumbusiness_usage,largebusiness_usage,largebusiness_usage_code,other_usage,business_usage,total_usage,factory_amount,registered_capital,worker_amount,new_factory_amount,new_register_capital,new_worker_amount,all_factory_amount,all_registered_capital,all_worker_amount,average_monthly_income,average_monthly_expenditure,average_debt_per_household,number_of_household,mean_dry_bulb_temperature,mean_maximum_temperature,mean_minimum_temperature,mean_msl_pressure,mean_relative_humidity,mean_station_pressure,std_dry_bulb_temperature,std_maximum_temperature,std_minimum_temperature,std_msl_pressure,std_relative_humidity,std_station_pressure
1.00,2.00,74.00,2552.00,1344875.00,1004.00,1339.00,184904.00,417276741.00,327540691.00,1699992660.00,3737675039.00,1.00,112356060.00,5765208390.00,6294841191.00,5140.00,192892.98,313811.00,281.00,9879.30,8779.00,5421.00,202772.28,322590.00,20978.00,18165.00,133793.40,190.51,28.47,33.31,24.30,1009.24,74.10,1008.32,1.39,1.42,1.73,2.10,3.86,2.07
1.00,2.00,74.00,2553.00,1344875.00,1004.00,1339.00,192355.00,457253216.00,372020671.00,1834823636.00,4229061569.00,1.00,118864480.00,6435905876.00,7012023572.00,5181.00,203951.58,317775.00,282.00,9122.97,7344.00,5463.00,213074.56,325119.00,20914.10,18365.20,119307.50,191.42,28.47,33.31,24.30,1009.24,74.10,1008.32,1.39,1.42,1.73,2.10,3.86,2.07
1.00,2.00,74.00,2554.00,1344875.00,1004.00,1339.00,201041.00,444922589.00,375424152.00,1604578648.00,4384027440.00,1.00,125230770.00,6364030240.00,6934183599.00,5384.00,212186.22,327108.00,227.00,5994.30,6637.00,5611.00,218180.52,333745.00,20850.20,18565.40,104821.60,192.32,28.47,33.31,24.30,1009.24,74.10,1008.32,1.39,1.42,1.73,2.10,3.86,2.07
1.00,2.00,74.00,2555.00,1344875.00,1004.00,1339.00,208865.00,500414100.00,406130260.00,1672851322.00,4686387650.00,1.00,114353233.00,6765369232.00,7380136565.00,5547.00,218931.71,331238.00,169.00,7727.25,5536.00,5716.00,226658.96,336774.00,22254.25,20562.51,80594.50,258.84,28.47,33.31,24.30,1009.24,74.10,1008.32,1.39,1.42,1.73,2.10,3.86,2.07
1.00,2.00,74.00,2556.00,1344875.00,1004.00,1339.00,216269.00,523239854.00,423387478.00,1665350384.00,4582648584.00,1.00,82141400.00,6671386446.00,7276767700.00,5753.00,223510.54,336847.00,191.00,8214.71,6863.00,5944.00,231725.25,343710.00,23658.30,22559.61,56367.40,325.36,28.47,33.31,24.30,1009.24,74.10,1008.32,1.39,1.42,1.73,2.10,3.86,2.07
1.00,2.00,74.00,2557.00,1344875.00,1004.00,1339.00,223722.00,544225576.00,424739733.00,1710991040.00,4641760115.00,1.00,83389230.00,6777490888.00,7405105694.00,5914.00,238292.63,324468.00,205.00,9752.87,8816.00,6119.00,248045.49,333284.00,26502.85,22718.16,92598.90,334.93,28.47,33.31,24.30,1009.24,74.10,1008.32,1.39,1.42,1.73,2.10,3.86,2.07
1.00,2.00,27.00,2549.00,193305.00,417.00,464.00,119950.00,137621080.00,38328919.00,46987142.00,114275261.00,1.00,30919782.00,199591322.00,368132184.00,416.00,6671.10,7756.00,5.00,2014.40,227.00,421.00,8685.50,7983.00,11577.00,12697.00,88116.00,166.40,27.69,33.50,23.55,1009.40,75.97,1004.10,1.29,1.53,1.87,2.14,7.04,2.21
1.00,2.00,27.00,2550.00,193305.00,417.00,464.00,123478.00,147084522.00,42054055.00,70673104.00,125893152.00,1.00,33643146.00,238620311.00,419347979.00,429.00,8149.63,8747.00,22.00,1493.66,726.00,451.00,9643.29,9473.00,13593.00,15129.80,101281.00,180.87,27.69,33.50,23.55,1009.40,75.97,1004.10,1.29,1.53,1.87,2.14,7.04,2.21
1.00,2.00,27.00,2551.00,193305.00,417.00,464.00,126727.00,149761156.00,43889452.00,80019551.00,132969671.00,1.00,35788948.00,256878674.00,442428778.00,428.00,9011.03,8542.00,19.00,1030.23,209.00,447.00,10041.26,8751.00,14559.00,17330.40,103583.45,181.77,27.69,33.50,23.55,1009.40,75.97,1004.10,1.29,1.53,1.87,2.14,7.04,2.21
1.00,2.00,27.00,2552.00,193305.00,417.00,464.00,129409.00,160656167.00,45833854.00,54604937.00,185304725.00,1.00,35190919.00,285743516.00,481590602.00,453.00,9112.84,8760.00,28.00,148.58,201.00,481.00,9261.42,8961.00,15525.00,19531.00,105885.90,182.67,27.69,33.50,23.55,1009.40,75.97,1004.10,1.29,1.53,1.87,2.14,7.04,2.21
1.00,2.00,27.00,2553.00,193305.00,417.00,464.00,134658.00,175987172.00,49617599.00,55366732.00,206695120.00,1.00,40358039.00,311679451.00,528024662.00,470.00,9856.45,9226.00,25.00,1093.06,365.00,495.00,10949.50,9591.00,16653.05,19051.05,106016.50,183.57,27.69,33.50,23.55,1009.40,75.97,1004.10,1.29,1.53,1.87,2.14,7.04,2.21
1.00,2.00,27.00,2554.00,193305.00,417.00,464.00,138835.00,177899799.00,51444134.00,56847716.00,202732727.00,1.00,39329354.00,311024577.00,528253730.00,489.00,11816.96,9712.00,29.00,2033.50,613.00,518.00,13850.46,10325.00,17781.10,18571.10,106147.10,184.48,27.69,33.50,23.55,1009.40,75.97,1004.10,1.29,1.53,1.87,2.14,7.04,2.21
1.00,2.00,27.00,2555.00,193305.00,417.00,464.00,143378.00,193852420.00,60239260.00,72511278.00,231731629.00,1.00,34308073.00,364482167.00,592642660.00,517.00,12299.07,10420.00,28.00,481.68,710.00,545.00,12780.76,11130.00,21293.15,19399.23,136118.70,186.28,27.69,33.50,23.55,1009.40,75.97,1004.10,1.29,1.53,1.87,2.14,7.04,2.21
1.00,2.00,27.00,2556.00,193305.00,417.00,464.00,147880.00,201968576.00,71463738.00,87668929.00,244371361.00,1.00,9520196.00,403504028.00,614992800.00,538.00,14121.82,10391.00,42.00,2014.21,774.00,580.00,16136.03,11165.00,24805.20,20227.36,166090.30,188.08,27.69,33.50,23.55,1009.40,75.97,1004.10,1.29,1.53,1.87,2.14,7.04,2.21
1.00,2.00,27.00,2557.00,193305.00,417.00,464.00,152930.00,211685797.00,75392518.00,94574001.00,265946840.00,1.00,10851992.00,435913359.00,658451148.00,597.00,15743.93,10814.00,58.00,293.40,336.00,655.00,16037.33,11150.00,25879.30,20402.03,207608.60,190.61,27.69,33.50,23.55,1009.40,75.97,1004.10,1.29,1.53,1.87,2.14,7.04,2.21
1.00,2.00,19.00,2549.00,584703.00,872.00,670.00,161622.00,300648619.00,93833883.00,384398866.00,2974625716.00,1.00,2225197863.00,3452858465.00,5978704947.00,1301.00,145043.89,70984.00,111.00,2936.28,3376.00,1412.00,147980.17,74360.00,20468.00,17228.00,111111.00,183.18,27.98,33.82,23.21,1008.89,73.90,1006.58,1.30,1.45,1.87,2.23,6.35,2.22
1.00,2.00,19.00,2550.00,584703.00,872.00,670.00,167016.00,324563218.00,100787469.00,397017701.00,2999078062.00,1.00,2155569125.00,3496883232.00,5977015575.00,1391.00,157764.44,73953.00,117.00,10301.72,2688.00,1508.00,168066.17,76641.00,22363.00,19377.00,120194.00,183.90,27.98,33.82,23.21,1008.89,73.90,1006.58,1.30,1.45,1.87,2.23,6.35,2.22
1.00,2.00,19.00,2551.00,584703.00,872.00,670.00,171458.00,332515007.00,103868346.00,392534526.00,2992540743.00,1.00,1877895779.00,3488943615.00,5699354401.00,1443.00,191693.59,78525.00,74.00,34375.17,6100.00,1517.00,226068.77,84625.00,22155.00,20395.00,134468.70,184.26,27.98,33.82,23.21,1008.89,73.90,1006.58,1.30,1.45,1.87,2.23,6.35,2.22
1.00,2.00,19.00,2552.00,584703.00,872.00,670.00,176113.00,346323881.00,95064692.00,351186972.00,2985336179.00,1.00,1722050881.00,3431587843.00,5499962605.00,1487.00,204152.55,82832.00,74.00,13217.36,2897.00,1561.00,217369.90,85729.00,21947.00,21413.00,148743.40,184.62,27.98,33.82,23.21,1008.89,73.90,1006.58,1.30,1.45,1.87,2.23,6.35,2.22
1.00,2.00,19.00,2553.00,584703.00,872.00,670.00,182630.00,381991325.00,113761363.00,388154456.00,3025129622.00,1.00,1739278553.00,3527045441.00,5648315319.00,1571.00,218586.07,83390.00,104.00,16111.23,1475.00,1675.00,234697.30,84865.00,24530.55,22089.00,145623.65,184.98,27.98,33.82,23.21,1008.89,73.90,1006.58,1.30,1.45,1.87,2.23,6.35,2.22
1.00,2.00,19.00,2554.00,584703.00,872.00,670.00,187589.00,378090279.00,114339184.00,393106079.00,3079973381.00,1.00,1715087921.00,3587418644.00,5680596844.00,1616.00,220768.10,85079.00,73.00,2723.59,1555.00,1689.00,223491.68,86634.00,27114.10,22765.00,142503.90,185.34,27.98,33.82,23.21,1008.89,73.90,1006.58,1.30,1.45,1.87,2.23,6.35,2.22
1.00,2.00,19.00,2555.00,584703.00,872.00,670.00,194115.00,422624876.00,129169418.00,436607110.00,3347548436.00,1.00,1884795294.00,3913324964.00,6220745134.00,1675.00,232389.63,87618.00,66.00,8636.05,3741.00,1741.00,241025.67,91359.00,29973.85,22788.08,195622.55,199.68,27.98,33.82,23.21,1008.89,73.90,1006.58,1.30,1.45,1.87,2.23,6.35,2.22
1.00,2.00,19.00,2556.00,584703.00,872.00,670.00,200523.00,445245305.00,148592500.00,479669440.00,3282943619.00,1.00,1703668631.00,3911205559.00,6060119495.00,1739.00,258193.58,93734.00,84.00,25115.71,6146.00,1823.00,283309.29,99880.00,32833.60,22811.16,248741.20,214.01,27.98,33.82,23.21,1008.89,73.90,1006.58,1.30,1.45,1.87,2.23,6.35,2.22
1.00,2.00,19.00,2557.00,584703.00,872.00,670.00,207178.00,466125958.00,154991574.00,494948738.00,3210813809.00,1.00,1841318254.00,3860754121.00,6168198333.00,1795.00,280836.95,95540.00,62.00,11874.01,1758.00,1857.00,292710.96,97298.00,31123.50,22914.13,223218.35,219.25,27.98,33.82,23.21,1008.89,73.90,1006.58,1.30,1.45,1.87,2.23,6.35,2.22
1.00,2.00,17.00,2549.00,566303.00,7195.00,79.00,62668.00,81734784.00,33046738.00,95301955.00,277391866.00,1.00,16944916.00,405740559.00,504420259.00,308.00,10970.82,11994.00,20.00,479.81,233.00,328.00,11450.63,12227.00,18510.00,15643.00,88518.00,72.38,27.85,33.61,23.20,1008.88,73.58,1006.15,1.57,1.69,2.11,2.46,5.48,2.45
1.00,2.00,17.00,2550.00,566303.00,7195.00,79.00,63866.00,85730416.00,32193483.00,98087514.00,303992394.00,1.00,18303845.00,434273391.00,538307652.00,314.00,11440.55,12387.00,7.00,228.61,441.00,321.00,11669.16,12828.00,20558.00,19207.10,76219.00,71.96,27.85,33.61,23.20,1008.88,73.58,1006.15,1.57,1.69,2.11,2.46,5.48,2.45
1.00,2.00,17.00,2551.00,566303.00,7195.00,79.00,64749.00,88174773.00,33311542.00,98846115.00,335013464.00,1.00,20589427.00,467171121.00,575935321.00,273.00,11611.28,11694.00,13.00,450.86,200.00,286.00,12062.14,11894.00,22988.50,21341.05,65912.05,71.96,27.85,33.61,23.20,1008.88,73.58,1006.15,1.57,1.69,2.11,2.46,5.48,2.45
1.00,2.00,17.00,2552.00,566303.00,7195.00,79.00,66600.00,93867776.00,35120710.00,95561339.00,369370668.00,1.00,20816010.00,500052717.00,614736503.00,275.00,11743.66,11757.00,8.00,194.80,53.00,283.00,11938.46,11810.00,25419.00,23475.00,55605.10,71.96,27.85,33.61,23.20,1008.88,73.58,1006.15,1.57,1.69,2.11,2.46,5.48,2.45
1.00,2.00,17.00,2553.00,566303.00,7195.00,79.00,68067.00,101646842.00,36945864.00,105322319.00,412522055.00,1.00,24903871.00,554790238.00,681340951.00,279.00,14397.23,11433.00,14.00,149.59,98.00,293.00,14546.82,11531.00,25743.35,22796.60,94491.50,71.96,27.85,33.61,23.20,1008.88,73.58,1006.15,1.57,1.69,2.11,2.46,5.48,2.45
1.00,2.00,17.00,2554.00,566303.00,7195.00,79.00,69545.00,100628593.00,36273515.00,96311558.00,401203151.00,1.00,23797501.00,533788224.00,658214318.00,284.00,15124.20,12396.00,9.00,403.82,307.00,293.00,15528.02,12703.00,26067.70,22118.20,133377.90,71.97,27.85,33.61,23.20,1008.88,73.58,1006.15,1.57,1.69,2.11,2.46,5.48,2.45
1.00,2.00,17.00,2555.00,566303.00,7195.00,79.00,71094.00,113424645.00,41197728.00,71737120.00,477142629.00,1.00,19186293.00,590077477.00,722688415.00,291.00,15487.79,12705.00,6.00,293.97,251.00,297.00,15781.76,12956.00,27091.55,20874.88,142413.75,68.77,27.85,33.61,23.20,1008.88,73.58,1006.15,1.57,1.69,2.11,2.46,5.48,2.45
1.00,2.00,17.00,2556.00,566303.00,7195.00,79.00,72271.00,117844226.00,46730778.00,76791767.00,480910490.00,1.00,10183818.00,604433035.00,732461079.00,293.00,15701.37,12841.00,8.00,306.61,282.00,301.00,16007.98,13123.00,28115.40,19631.55,151449.60,65.57,27.85,33.61,23.20,1008.88,73.58,1006.15,1.57,1.69,2.11,2.46,5.48,2.45
1.00,2.00,17.00,2557.00,566303.00,7195.00,79.00,73603.00,119327421.00,48263034.00,79790230.00,460098579.00,1.00,8104683.00,588151843.00,715583947.00,298.00,15831.34,12259.00,4.00,101.39,75.00,302.00,15932.73,12334.00,27113.80,20884.18,159844.40,64.85,27.85,33.61,23.20,1008.88,73.58,1006.15,1.57,1.69,2.11,2.46,5.48,2.45
1.00,3.00,64.00,2549.00,645911.00,3576.00,181.00,153828.00,149627178.00,54967869.00,42174993.00,8545047.00,1.00,38935843.00,105687909.00,294250930.00,952.00,2957.00,6951.00,39.00,158.00,380.00,991.00,3115.00,7331.00,13843.00,11757.00,108027.00,201.32,27.87,33.38,22.84,1008.21,76.04,1001.33,1.85,1.80,2.36,2.72,4.81,3.62
1.00,3.00,64.00,2550.00,645911.00,3576.00,181.00,156424.00,154197405.00,61563146.00,43145330.00,10469810.00,1.00,42308635.00,115178286.00,311684326.00,982.00,3479.00,7498.00,56.00,664.00,580.00,1038.00,4143.00,8078.00,12720.00,13315.10,85399.00,203.54,27.87,33.38,22.84,1008.21,76.04,1001.33,1.85,1.80,2.36,2.72,4.81,3.62
1.00,3.00,64.00,2551.00,645911.00,3576.00,181.00,159737.00,158199735.00,64309070.00,46440936.00,9384924.00,1.00,46527201.00,120134930.00,324861866.00,554.00,4154.00,7205.00,30.00,603.00,779.00,584.00,4757.00,7984.00,14065.50,13818.05,93701.15,203.74,27.87,33.38,22.84,1008.21,76.04,1001.33,1.85,1.80,2.36,2.72,4.81,3.62
1.00,3.00,64.00,2552.00,645911.00,3576.00,181.00,163466.00,165988764.00,71643242.00,48688337.00,9254315.00,1.00,51299082.00,129585894.00,346873740.00,577.00,4008.00,6646.00,32.00,243.00,196.00,609.00,4251.00,6842.00,15411.00,14321.00,102003.30,203.95,27.87,33.38,22.84,1008.21,76.04,1001.33,1.85,1.80,2.36,2.72,4.81,3.62
1.00,3.00,64.00,2553.00,645911.00,3576.00,181.00,167939.00,187343022.00,78591591.00,55462008.00,10152144.00,1.00,55876723.00,144205743.00,387425488.00,585.00,7086.00,6870.00,21.00,3024.00,540.00,606.00,10110.00,7410.00,16754.70,14816.25,112387.40,204.26,27.87,33.38,22.84,1008.21,76.04,1001.33,1.85,1.80,2.36,2.72,4.81,3.62
1.00,3.00,64.00,2554.00,645911.00,3576.00,181.00,171684.00,186100358.00,75272630.00,54424710.00,15682596.00,1.00,50134720.00,145379936.00,381615014.00,590.00,7394.00,6432.00,25.00,353.00,168.00,615.00,7747.00,6600.00,18098.40,15311.50,122771.50,204.58,27.87,33.38,22.84,1008.21,76.04,1001.33,1.85,1.80,2.36,2.72,4.81,3.62
1.00,3.00,64.00,2555.00,645911.00,3576.00,181.00,176770.00,211312938.00,83614504.00,49375014.00,32086015.00,1.00,46908947.00,165075533.00,423297418.00,592.00,7359.00,6444.00,17.00,104.00,151.00,609.00,7463.00,6595.00,21109.80,15108.25,149534.70,202.72,27.87,33.38,22.84,1008.21,76.04,1001.33,1.85,1.80,2.36,2.72,4.81,3.62
1.00,3.00,64.00,2556.00,645911.00,3576.00,181.00,181690.00,224514471.00,93361616.00,71103561.00,30052044.00,1.00,23337398.00,194517221.00,442369090.00,627.00,8717.00,6836.00,38.00,1131.00,411.00,665.00,9848.00,7247.00,24121.20,14905.00,176297.90,200.87,27.87,33.38,22.84,1008.21,76.04,1001.33,1.85,1.80,2.36,2.72,4.81,3.62
1.00,3.00,64.00,2557.00,645911.00,3576.00,181.00,185554.00,227164777.00,99373549.00,75513286.00,46565257.00,1.00,19426176.00,221452092.00,468043045.00,659.00,9833.00,7055.00,36.00,1117.00,249.00,695.00,10950.00,7304.00,23186.35,16075.70,197299.80,202.61,27.87,33.38,22.84,1008.21,76.04,1001.33,1.85,1.80,2.36,2.72,4.81,3.62
1.00,2.00,72.00,2549.00,208446.00,822.00,253.00,199961.00,289001236.00,101449513.00,253647936.00,60895279.00,1.00,68156315.00,415992728.00,773150279.00,1135.00,18057.32,19382.00,67.00,3270.19,1593.00,1202.00,21327.51,20975.00,14783.00,13104.00,93851.00,254.02,27.96,33.69,23.13,1009.24,74.90,1008.36,1.62,1.78,2.03,2.31,3.41,2.32
1.00,2.00,72.00,2550.00,208446.00,822.00,253.00,204791.00,305684042.00,108032258.00,267221175.00,87776076.00,1.00,63765750.00,463029509.00,832479301.00,1107.00,18755.46,19165.00,39.00,342.06,622.00,1146.00,19097.52,19787.00,15112.00,11907.60,80475.00,263.08,27.96,33.69,23.13,1009.24,74.90,1008.36,1.62,1.78,2.03,2.31,3.41,2.32
1.00,2.00,72.00,2551.00,208446.00,822.00,253.00,208711.00,316154326.00,112781402.00,247608738.00,113556433.00,1.00,68298505.00,473946573.00,858399404.00,1123.00,19486.20,19624.00,42.00,915.96,1282.00,1165.00,20402.16,20906.00,15454.50,12150.30,71999.45,263.67,27.96,33.69,23.13,1009.24,74.90,1008.36,1.62,1.78,2.03,2.31,3.41,2.32
1.00,2.00,72.00,2552.00,208446.00,822.00,253.00,214713.00,341537505.00,120927161.00,269446819.00,129500195.00,1.00,78725506.00,519874175.00,940137186.00,1141.00,25888.97,20023.00,49.00,6349.04,593.00,1190.00,32238.01,20616.00,15797.00,12393.00,63523.90,264.25,27.96,33.69,23.13,1009.24,74.90,1008.36,1.62,1.78,2.03,2.31,3.41,2.32
1.00,2.00,72.00,2553.00,208446.00,822.00,253.00,220935.00,375971456.00,130351388.00,255978861.00,168883402.00,1.00,86176000.00,555213651.00,1017361107.00,1162.00,26868.01,20335.00,37.00,1092.86,375.00,1199.00,27960.86,20710.00,15862.40,12921.70,58394.40,264.78,27.96,33.69,23.13,1009.24,74.90,1008.36,1.62,1.78,2.03,2.31,3.41,2.32
1.00,2.00,72.00,2554.00,208446.00,822.00,253.00,226946.00,375837377.00,129772751.00,225203076.00,219364132.00,1.00,85846829.00,574339959.00,1036024165.00,1174.00,30443.54,19153.00,44.00,2249.59,679.00,1218.00,32693.13,19832.00,15927.80,13450.40,53264.90,265.30,27.96,33.69,23.13,1009.24,74.90,1008.36,1.62,1.78,2.03,2.31,3.41,2.32
1.00,2.00,72.00,2555.00,208446.00,822.00,253.00,233391.00,426397291.00,147539971.00,255240586.00,259530907.00,1.00,69345138.00,662311464.00,1158053893.00,1183.00,31072.13,19266.00,30.00,538.51,360.00,1213.00,31610.64,19626.00,16594.05,14159.47,44928.95,263.38,27.96,33.69,23.13,1009.24,74.90,1008.36,1.62,1.78,2.03,2.31,3.41,2.32
1.00,2.00,72.00,2556.00,208446.00,822.00,253.00,239388.00,447215224.00,166072337.00,283274339.00,262101071.00,1.00,25733815.00,711447747.00,1184396786.00,1219.00,38761.78,19640.00,58.00,7396.47,728.00,1277.00,46158.26,20368.00,17260.30,14868.54,36593.00,261.47,27.96,33.69,23.13,1009.24,74.90,1008.36,1.62,1.78,2.03,2.31,3.41,2.32
1.00,2.00,72.00,2557.00,208446.00,822.00,253.00,245079.00,462505457.00,170546982.00,285970111.00,298373780.00,1.00,34192265.00,754890873.00,1251588595.00,1233.00,40145.04,20136.00,43.00,2181.87,1006.00,1276.00,42326.91,21142.00,16523.25,14507.32,43573.05,260.30,27.96,33.69,23.13,1009.24,74.90,1008.36,1.62,1.78,2.03,2.31,3.41,2.32
1.00,1.00,84.00,2549.00,595072.00,6596.00,90.00,281915.00,471554922.00,148727384.00,321296216.00,334827642.00,1.00,217010406.00,804851242.00,1493416570.00,945.00,24975.00,27755.00,86.00,645.00,950.00,1031.00,25620.00,28705.00,21747.00,20852.00,125727.00,299.49,27.03,32.18,23.23,1010.35,81.97,1008.54,0.77,1.42,0.82,1.11,3.13,1.13
1.00,1.00,84.00,2550.00,595072.00,6596.00,90.00,298284.00,537019267.00,167867771.00,341448360.00,412581291.00,1.00,239405206.00,921897422.00,1698321895.00,978.00,27195.00,27647.00,54.00,594.00,446.00,1032.00,27789.00,28093.00,26207.00,22825.90,142231.00,307.84,27.03,32.18,23.23,1010.35,81.97,1008.54,0.77,1.42,0.82,1.11,3.13,1.13
1.00,1.00,84.00,2551.00,595072.00,6596.00,90.00,310772.00,577846267.00,182069887.00,329142164.00,435488731.00,1.00,257982973.00,946700782.00,1782530022.00,1018.00,27920.00,28212.00,61.00,829.00,748.00,1079.00,28749.00,28960.00,28405.50,25376.45,165239.00,309.44,27.03,32.18,23.23,1010.35,81.97,1008.54,0.77,1.42,0.82,1.11,3.13,1.13
1.00,1.00,84.00,2552.00,595072.00,6596.00,90.00,322728.00,597535055.00,191921697.00,351070882.00,447717394.00,1.00,277421432.00,990709973.00,1865666460.00,1060.00,29779.00,29779.00,50.00,1946.00,621.00,1110.00,31725.00,30400.00,30604.00,27927.00,188247.00,311.03,27.03,32.18,23.23,1010.35,81.97,1008.54,0.77,1.42,0.82,1.11,3.13,1.13
1.00,1.00,84.00,2553.00,595072.00,6596.00,90.00,337156.00,651975457.00,208933225.00,402135193.00,533517368.00,1.00,315269969.00,1144585786.00,2111831212.00,1097.00,33125.00,31118.00,49.00,3352.00,1487.00,1146.00,36477.00,32605.00,32510.30,28022.80,166486.10,312.73,27.03,32.18,23.23,1010.35,81.97,1008.54,0.77,1.42,0.82,1.11,3.13,1.13
1.00,1.00,84.00,2554.00,595072.00,6596.00,90.00,347088.00,674252370.00,213248356.00,402203226.00,552731139.00,1.00,320350836.00,1168182721.00,2162785927.00,1130.00,34080.00,31625.00,39.00,543.00,547.00,1169.00,34623.00,32172.00,34416.60,28118.60,144725.20,314.43,27.03,32.18,23.23,1010.35,81.97,1008.54,0.77,1.42,0.82,1.11,3.13,1.13
1.00,1.00,84.00,2555.00,595072.00,6596.00,90.00,361653.00,728268283.00,238211546.00,408729377.00,651196068.00,1.00,340717949.00,1298136991.00,2367123223.00,1181.00,36149.00,32496.00,63.00,1645.00,970.00,1244.00,37794.00,33466.00,35640.55,27264.54,171861.65,315.86,27.03,32.18,23.23,1010.35,81.97,1008.54,0.77,1.42,0.82,1.11,3.13,1.13
1.00,1.00,84.00,2556.00,595072.00,6596.00,90.00,377839.00,764826294.00,266913897.00,440835360.00,656867676.00,1.00,308332113.00,1364616933.00,2437775340.00,1258.00,39772.00,33983.00,97.00,3661.00,1977.00,1355.00,43433.00,35960.00,36864.50,26410.48,198998.10,317.30,27.03,32.18,23.23,1010.35,81.97,1008.54,0.77,1.42,0.82,1.11,3.13,1.13
1.00,1.00,84.00,2557.00,595072.00,6596.00,90.00,390934.00,783051341.00,281319573.00,439089102.00,751609806.00,1.00,308909131.00,1472018481.00,2563978953.00,1334.00,43253.00,35725.00,93.00,2874.00,1699.00,1427.00,46127.00,37424.00,36665.05,26287.89,209031.50,321.54,27.03,32.18,23.23,1010.35,81.97,1008.54,0.77,1.42,0.82,1.11,3.13,1.13
1.00,4.00,32.00,2549.00,846334.00,5358.00,158.00,271161.00,216298923.00,61812469.00,98732222.00,19771155.00,1.00,47022806.00,180315846.00,443637575.00,1096.00,8701.95,8089.00,22.00,1419.94,1427.00,1118.00,10121.89,9516.00,11850.00,14536.00,143741.00,404.93,27.11,33.04,22.60,1009.63,74.44,996.27,1.91,1.84,2.64,2.62,6.83,1.72
1.00,4.00,32.00,2550.00,846334.00,5358.00,158.00,277677.00,233898678.00,67997491.00,103705853.00,21829600.00,1.00,51360852.00,193532944.00,478792474.00,1112.00,10082.94,10872.00,17.00,396.38,2674.00,1129.00,10479.31,13546.00,12257.00,14400.50,111983.00,416.25,27.11,33.04,22.60,1009.63,74.44,996.27,1.91,1.84,2.64,2.62,6.83,1.72
1.00,4.00,32.00,2551.00,846334.00,5358.00,158.00,282973.00,240853254.00,70066110.00,100509208.00,22992469.00,1.00,54430618.00,193567787.00,488851659.00,1117.00,10477.95,9542.00,25.00,482.25,859.00,1142.00,10960.20,10401.00,11783.50,14573.25,115180.30,417.15,27.11,33.04,22.60,1009.63,74.44,996.27,1.91,1.84,2.64,2.62,6.83,1.72
1.00,4.00,32.00,2552.00,846334.00,5358.00,158.00,289322.00,262372575.00,77286442.00,114369483.00,28183740.00,1.00,58981561.00,219839665.00,541193801.00,1139.00,11111.90,9757.00,28.00,589.18,370.00,1167.00,11701.09,10127.00,11310.00,14746.00,118377.60,418.05,27.11,33.04,22.60,1009.63,74.44,996.27,1.91,1.84,2.64,2.62,6.83,1.72
1.00,4.00,32.00,2553.00,846334.00,5358.00,158.00,297114.00,291725847.00,85256461.00,126851383.00,31815540.00,1.00,68277491.00,243923384.00,603926722.00,1144.00,11602.05,10464.00,31.00,637.77,378.00,1175.00,12239.81,10842.00,14798.70,16664.90,157379.35,420.75,27.11,33.04,22.60,1009.63,74.44,996.27,1.91,1.84,2.64,2.62,6.83,1.72
1.00,4.00,32.00,2554.00,846334.00,5358.00,158.00,304524.00,299726721.00,85857447.00,137569819.00,38345013.00,1.00,65777545.00,261772279.00,627276545.00,1157.00,13684.90,10887.00,22.00,3070.56,485.00,1179.00,16755.46,11372.00,18287.40,18583.80,196381.10,423.46,27.11,33.04,22.60,1009.63,74.44,996.27,1.91,1.84,2.64,2.62,6.83,1.72
1.00,4.00,32.00,2555.00,846334.00,5358.00,158.00,314271.00,331131521.00,98544923.00,137853695.00,74033015.00,1.00,58856507.00,310431633.00,700419661.00,1178.00,14482.73,11358.00,27.00,692.21,483.00,1205.00,15174.94,11841.00,19819.20,17826.29,191939.30,382.72,27.11,33.04,22.60,1009.63,74.44,996.27,1.91,1.84,2.64,2.62,6.83,1.72
1.00,4.00,32.00,2556.00,846334.00,5358.00,158.00,322371.00,344306645.00,117656461.00,155009491.00,78173563.00,1.00,20815061.00,350839515.00,715961221.00,1169.00,15125.75,11320.00,19.00,561.95,270.00,1188.00,15687.70,11590.00,21351.00,17068.78,187497.50,341.99,27.11,33.04,22.60,1009.63,74.44,996.27,1.91,1.84,2.64,2.62,6.83,1.72
1.00,4.00,32.00,2557.00,846334.00,5358.00,158.00,329326.00,358086789.00,124313166.00,149617009.00,102068350.00,1.00,19798627.00,375998525.00,753883941.00,1161.00,16788.71,11305.00,29.00,2199.40,303.00,1190.00,18988.11,11608.00,20832.80,17802.84,216922.90,341.41,27.11,33.04,22.60,1009.63,74.44,996.27,1.91,1.84,2.64,2.62,6.83,1.72
1.00,4.00,43.00,2549.00,1068010.00,12891.00,83.00,199353.00,178520488.00,42725411.00,40287473.00,6010127.00,1.00,41871856.00,89023011.00,309415355.00,1159.00,2508.74,5876.00,48.00,622.81,569.00,1207.00,3131.54,6445.00,12877.00,14340.00,109812.00,277.61,26.46,32.29,22.01,1009.61,74.76,999.91,2.28,1.97,3.03,3.64,7.47,0.90
